Client_ID,Sector,Region,Project_Type,Subscription_Type,Contract_Value,Monthly_Revenue,Total_Revenue,Employee_Hours,Hourly_Rate,Operational_Cost,Support_Tickets,Escalations,Client_Tenure_Months,Satisfaction_Score,Renewal_Status,Discount_Offered,Payment_Delay_Days,Resource_Count,Project_Duration_Days
754,IT,West,Support,Standard,196510,40440,331409,149,1133,86675,2,1,18,2.85,No,13,29,5,122
755,IT,East,Support,Premium,360586,34546,393134,112,1838,32419,2,4,1,2.65,No,15,50,3,339
756,IT,North,Support,Premium,415205,45047,554670,155,1490,91238,36,1,58,2.03,No,13,32,7,249
757,Manufacturing,West,Implementation,Basic,446210,46430,181635,83,1117,180363,18,9,29,1.04,No,8,17,5,363
758,Healthcare,West,Consulting,Basic,304511,6987,280935,117,772,22397,28,0,29,2.1,Yes,14,77,7,363
759,Manufacturing,West,Implementation,Basic,437988,30105,571566,131,731,67888,24,5,19,1.44,Yes,6,21,2,49
760,Healthcare,South,Consulting,Standard,411719,17948,113634,26,1943,45169,32,7,44,3.64,Yes,13,63,9,234
761,IT,East,Consulting,Standard,313957,18026,552503,80,1267,72182,35,7,40,2.28,No,5,20,8,120
762,IT,West,Consulting,Standard,405171,7773,278599,71,1965,102476,28,7,6,4.07,Yes,20,0,5,202
763,Manufacturing,North,Consulting,Basic,435633,14878,297919,50,995,52249,25,5,44,1.83,Yes,14,14,2,218
764,Manufacturing,East,Consulting,Premium,134381,47946,528668,128,1547,169413,3,2,39,4.6,No,19,35,6,341
765,Healthcare,North,Consulting,Premium,299880,15377,463359,171,1632,85603,48,0,50,3.09,No,7,46,8,31
766,Finance,East,Consulting,Standard,367420,12347,544607,54,1001,187216,13,1,54,1.46,Yes,1,53,7,197
767,Healthcare,North,Implementation,Standard,353387,38776,351568,67,524,89360,49,4,46,2.6,No,7,85,8,53
768,Manufacturing,South,Support,Premium,243984,8783,410988,188,1710,23444,26,9,8,1.83,No,0,31,4,97
769,Manufacturing,West,Support,Premium,110272,9298,101505,135,787,186719,32,4,24,1.8,No,25,57,3,223
770,Retail,North,Implementation,Standard,223123,9668,162478,171,837,133662,21,9,20,3.03,No,16,45,7,113
771,Manufacturing,East,Implementation,Standard,263808,25671,122699,53,1560,108843,47,0,54,3.69,Yes,18,53,2,236
772,Retail,West,Implementation,Premium,303091,39820,478680,24,636,20974,2,0,14,4.65,Yes,4,32,5,78
773,Finance,West,Implementation,Basic,377762,39484,214721,87,1007,122150,22,8,5,3.01,Yes,29,38,7,61
774,Healthcare,East,Consulting,Standard,314064,38078,196668,79,726,179455,20,1,41,4.86,Yes,21,22,1,346
775,Healthcare,North,Support,Premium,156121,25922,338518,187,819,104826,40,6,40,4.77,Yes,19,42,4,199
776,Retail,South,Consulting,Premium,126872,39028,325919,110,1415,107648,22,9,34,4.46,No,15,54,2,158
777,Healthcare,South,Support,Premium,393276,25316,445944,169,1705,144028,3,3,16,3,Yes,6,1,6,131
778,Manufacturing,North,Support,Premium,314237,16460,375783,12,585,149149,20,6,45,1.56,Yes,6,65,1,64
779,IT,West,Implementation,Basic,325049,21968,174010,95,1990,46490,36,7,7,1.87,No,17,37,7,336
780,Retail,West,Consulting,Premium,171759,35266,583472,83,1425,134713,42,4,16,3.59,No,17,28,3,228
781,Healthcare,West,Implementation,Standard,467567,35209,466884,60,552,65612,30,0,7,2.69,No,1,66,1,330
782,Retail,West,Consulting,Basic,343125,29000,319021,76,1359,110474,20,3,27,1.59,Yes,14,70,8,106
783,Retail,North,Support,Premium,386047,19011,207032,85,1366,46159,25,9,14,2.92,No,13,35,7,350
784,IT,West,Implementation,Basic,382965,7866,202429,102,1758,49710,40,2,14,1.07,No,17,28,2,43
785,Manufacturing,East,Implementation,Standard,421344,10898,517820,185,932,154878,34,9,44,3.94,No,28,36,7,160
786,Retail,West,Support,Premium,132289,23395,373940,154,1498,123096,37,4,33,1.29,Yes,8,86,3,267
787,Healthcare,South,Support,Standard,166506,44019,337948,16,599,117412,23,9,33,3.52,No,13,44,9,309
788,Finance,West,Support,Premium,128513,42707,219204,22,1489,104924,10,9,44,4.17,No,4,15,8,94
789,Retail,North,Implementation,Premium,463090,9006,341209,129,1098,16458,40,5,20,1.53,Yes,10,30,5,167
790,Retail,South,Consulting,Premium,232003,39393,165072,75,902,140993,28,1,53,3.07,No,7,33,7,298
791,IT,North,Implementation,Premium,450890,15956,149360,13,895,45524,46,6,47,4.12,Yes,4,49,3,257
792,Manufacturing,North,Consulting,Premium,362660,35663,122287,147,914,147925,2,2,36,2.04,Yes,28,64,1,230
793,Finance,South,Implementation,Basic,309480,11078,298009,97,1438,50477,0,0,7,1.65,No,10,81,1,171
794,Healthcare,North,Implementation,Premium,312043,34631,290881,26,1176,42222,18,9,32,2.35,Yes,4,61,2,129
795,Finance,North,Support,Premium,241758,35140,167357,61,962,28320,45,2,48,3.22,No,16,42,8,167
796,Healthcare,West,Consulting,Basic,381356,46691,501733,143,1040,104154,48,8,3,3.3,No,21,55,1,197
797,Manufacturing,East,Implementation,Basic,183498,8961,267440,78,1887,62243,21,9,39,1.52,No,3,14,5,128
798,Healthcare,North,Implementation,Basic,304024,34277,411300,146,1653,186687,13,5,29,2.83,No,14,47,9,340
799,IT,North,Support,Basic,180970,46574,219379,30,583,158424,48,5,24,2.07,Yes,18,48,9,348
800,IT,North,Support,Basic,140009,36417,258159,33,770,82833,13,3,22,4.37,No,21,80,2,356
801,IT,West,Consulting,Basic,249570,27484,254152,13,743,103476,43,7,6,2.25,No,1,43,7,95
802,IT,East,Implementation,Premium,473159,23103,126985,161,887,124560,15,4,48,4.35,No,23,9,1,364
803,Finance,South,Consulting,Premium,247467,34345,543178,196,713,144275,32,6,24,2.71,Yes,16,19,3,358
804,Manufacturing,West,Implementation,Standard,94816,44454,231349,12,1317,49267,12,8,40,3.91,Yes,11,69,6,76
805,Healthcare,West,Consulting,Premium,54138,6587,509813,77,1689,47941,37,4,23,3.04,No,24,7,9,260
806,Healthcare,East,Support,Premium,141176,47571,446486,110,558,92809,48,4,54,3.49,Yes,23,44,2,337
807,IT,East,Implementation,Basic,388089,26031,69637,177,1382,35368,11,3,38,2.58,Yes,16,33,7,175
808,IT,West,Consulting,Basic,316161,31212,476704,185,1342,87186,37,5,10,4.07,No,9,50,4,236
809,Retail,South,Support,Premium,322595,15350,557760,63,1423,40984,38,1,16,2.7,No,27,3,2,175
810,Manufacturing,West,Support,Standard,244028,23816,60215,44,622,183013,32,2,11,2.83,No,24,38,3,181
811,Finance,East,Consulting,Basic,406007,25288,427747,65,1936,193755,32,0,32,3.07,No,17,83,6,308
812,Healthcare,South,Implementation,Premium,322422,34432,83834,117,1662,10801,28,1,45,4.33,No,18,23,9,169
813,Retail,East,Implementation,Premium,271552,49222,356618,49,1752,116538,4,1,6,3.64,Yes,17,87,8,180
814,Retail,South,Support,Standard,93764,11837,332544,77,1797,122201,5,7,24,2.4,No,12,54,9,50
815,Healthcare,North,Implementation,Standard,173030,39217,594633,55,938,57965,30,7,33,3.68,No,13,25,4,283
816,Finance,East,Implementation,Basic,444350,25884,93896,87,1521,95269,15,1,53,3.57,No,23,24,4,93
817,Retail,East,Implementation,Standard,375087,10454,538646,150,1061,151041,30,5,51,4.72,No,15,35,9,247
818,Retail,West,Support,Premium,145667,14424,559387,164,617,45969,24,4,12,4.37,No,17,70,8,101
819,Manufacturing,East,Consulting,Premium,366462,41885,570269,15,1404,173521,47,2,56,3.59,Yes,25,73,2,191
820,Finance,East,Implementation,Standard,415567,46637,327727,26,894,101679,45,4,27,2.37,No,17,57,8,159
821,Retail,North,Support,Standard,416142,48618,573622,173,1375,166777,32,4,38,4.12,Yes,15,11,1,98
822,Finance,East,Support,Standard,110128,23412,131537,108,1983,38363,12,4,18,3.3,No,16,0,9,254
823,Healthcare,North,Consulting,Standard,269128,44613,457783,90,1434,171792,9,2,45,4.94,No,6,49,9,275
824,IT,North,Implementation,Basic,334013,25142,530455,11,1601,151044,23,2,39,1.99,No,11,24,8,97
825,Retail,North,Implementation,Standard,283540,42392,292117,86,1451,43351,9,3,55,1.32,Yes,1,79,5,136
826,Manufacturing,North,Consulting,Basic,55039,13848,393936,189,1935,121023,40,6,13,1.28,No,9,4,5,138
827,Healthcare,South,Consulting,Premium,202353,18136,453444,75,574,177217,30,1,53,3.56,No,4,82,3,357
828,Finance,West,Support,Standard,162935,5589,273286,61,794,97948,12,9,40,4.76,No,20,67,5,132
829,Healthcare,South,Support,Basic,60442,25908,510985,101,520,66235,2,3,30,1.01,No,2,5,4,170
830,Retail,East,Consulting,Standard,385932,11509,106032,180,1694,24855,49,3,53,3.9,No,18,25,1,94
831,Finance,South,Implementation,Premium,431873,45461,564910,31,1538,177241,33,0,49,3.63,No,12,54,9,163
832,IT,South,Support,Premium,339730,47222,355830,120,1734,187476,48,9,41,3.93,No,11,38,4,228
833,Healthcare,East,Support,Premium,103053,49476,294337,116,1059,160641,27,7,52,2.42,Yes,2,8,3,184
834,Retail,East,Implementation,Standard,231561,14968,232857,192,1609,135074,18,0,13,4.28,No,5,44,6,108
835,Manufacturing,East,Support,Standard,264176,7462,489763,76,1672,64437,22,7,34,1.18,No,13,13,1,279
836,Finance,South,Implementation,Basic,136346,14460,364962,197,871,189578,44,6,36,4.02,No,3,54,5,116
837,Healthcare,South,Implementation,Premium,379231,38783,394071,195,1317,166810,31,8,30,2.07,Yes,12,8,7,333
838,Healthcare,East,Implementation,Standard,455841,14275,401609,149,1674,147844,12,7,25,2.91,Yes,18,14,2,270
839,IT,West,Consulting,Premium,84397,33677,359477,78,1664,100410,32,4,2,4.29,No,17,36,9,117
840,IT,West,Consulting,Premium,370815,18269,186457,93,1592,29731,33,7,36,2.09,Yes,28,49,6,353
841,Manufacturing,North,Consulting,Basic,166214,5406,338720,112,1783,151203,32,9,18,1.74,No,2,83,2,201
842,Manufacturing,East,Implementation,Basic,379041,12384,179875,48,1345,76324,4,2,5,3.73,No,19,71,8,46
843,Retail,North,Implementation,Basic,207221,27553,526995,22,1020,195169,2,9,19,3.13,Yes,5,20,8,252
844,Retail,West,Consulting,Basic,448499,29366,374260,50,870,91720,6,6,42,3.06,No,15,56,1,323
845,Manufacturing,North,Support,Premium,450826,49036,577965,66,1942,106433,23,3,18,2.03,Yes,19,18,1,339
846,Manufacturing,East,Implementation,Basic,486542,22369,570472,190,600,12889,21,4,57,1.14,Yes,23,57,1,248
847,Finance,East,Support,Basic,327068,16795,289047,21,1160,19569,44,8,32,2.64,Yes,2,5,4,263
848,IT,East,Support,Basic,163143,9485,152850,22,1467,97193,22,6,21,1.43,No,11,3,4,277
849,Retail,South,Implementation,Basic,422397,46669,414835,129,742,95192,29,3,10,4.62,No,18,42,8,81
850,IT,North,Implementation,Premium,412441,7618,253946,106,1252,97154,17,5,37,1.17,No,18,41,1,44
851,IT,West,Support,Basic,313013,35143,530949,66,1011,118073,31,9,49,2.73,No,23,2,3,353
852,Manufacturing,West,Support,Premium,409232,34425,309200,49,1348,17612,6,6,22,1.21,No,3,0,1,141
853,Finance,West,Consulting,Standard,313158,27673,366606,127,1054,61644,32,9,13,1.38,No,0,54,9,213
854,Healthcare,South,Consulting,Premium,60103,14603,514598,89,1618,42069,4,8,55,3.64,No,1,14,9,36
855,Finance,South,Implementation,Premium,422461,44696,543410,137,725,91741,48,3,17,3.59,Yes,12,46,7,80
856,Finance,East,Consulting,Basic,476674,10368,495126,182,713,168403,27,9,9,1.13,No,29,84,8,343
857,IT,West,Consulting,Standard,132409,9621,264603,44,1217,65897,7,2,24,1,No,25,45,1,270
858,Finance,South,Consulting,Standard,73248,19719,169779,12,566,155006,14,7,44,1.32,No,28,57,5,274
859,Retail,East,Consulting,Standard,224588,34227,78557,129,895,151167,3,0,14,4.05,Yes,12,70,2,215
860,IT,West,Support,Standard,472277,48894,219132,14,1111,112544,33,8,46,3.34,Yes,29,80,1,316
861,Retail,North,Implementation,Premium,205242,12566,512082,20,1535,28706,4,0,8,1.15,Yes,1,82,3,121
862,Healthcare,East,Consulting,Standard,58024,17306,394248,135,1760,184588,32,1,55,2.95,No,29,38,7,135
863,IT,South,Support,Premium,284864,29042,537793,80,1269,113602,4,7,37,3.85,Yes,18,2,1,42
864,Healthcare,South,Support,Premium,398091,20086,204926,126,1922,44629,37,8,19,4.48,Yes,21,29,2,175
865,IT,East,Support,Premium,224875,22387,244054,193,906,187982,33,6,28,4.74,No,23,34,2,148
866,Manufacturing,East,Consulting,Standard,462512,32042,441325,147,1424,134746,25,2,46,2.31,No,15,56,4,232
867,Finance,South,Consulting,Basic,403973,28888,388910,115,1146,30431,0,6,41,1.54,No,11,28,3,170
868,Manufacturing,North,Implementation,Basic,404852,31514,215063,125,721,197805,3,5,30,1.95,Yes,0,49,3,144
869,Healthcare,West,Consulting,Standard,398808,23323,346610,171,1679,50088,38,1,7,4.1,No,8,61,5,181
870,Finance,North,Consulting,Basic,461473,23019,533656,76,1153,185207,25,2,59,4.89,No,16,51,3,86
871,IT,East,Support,Basic,193927,14890,86081,40,927,179087,32,9,58,2.87,No,9,13,7,186
872,Finance,North,Implementation,Premium,135178,45863,84354,84,1681,41385,32,9,26,2.22,No,17,34,5,339
873,Retail,South,Consulting,Premium,413265,15283,124384,80,1476,80199,7,4,40,2.72,No,18,27,4,162
874,Finance,East,Consulting,Standard,332169,23279,95525,75,1939,48677,19,9,46,2.22,No,6,57,3,192
875,Retail,West,Support,Standard,447674,27908,66464,79,1505,128104,15,3,54,2.03,Yes,24,29,4,304
876,Finance,South,Support,Basic,113610,42952,435572,50,1849,22818,20,1,46,3.38,No,18,89,2,212
877,Retail,South,Consulting,Premium,120843,40170,172564,169,870,73001,44,3,11,1.06,Yes,23,6,1,106
878,Healthcare,West,Implementation,Standard,157237,42663,430191,29,1867,165049,25,7,14,2.04,Yes,14,38,3,354
879,Manufacturing,West,Implementation,Standard,230903,49172,527435,194,1785,59832,22,4,21,3.65,No,8,68,2,73
880,IT,North,Support,Standard,224499,14343,254215,187,1806,50931,17,4,8,1.13,Yes,9,34,1,235
881,Finance,East,Support,Standard,180299,15637,325039,162,1349,93990,30,9,3,1.33,Yes,22,51,1,67
882,Manufacturing,West,Consulting,Standard,481722,39724,403003,149,1355,82204,41,2,28,2.17,Yes,19,13,2,347
883,IT,West,Support,Standard,55668,44791,164127,48,728,55784,11,7,29,4.51,No,19,62,9,51
884,IT,East,Consulting,Basic,272542,34134,156426,154,779,116305,0,5,23,4.06,Yes,3,35,5,102
885,Retail,West,Implementation,Premium,228267,8907,252376,54,1813,19921,41,1,18,1.09,Yes,5,23,9,270
886,Healthcare,West,Implementation,Premium,385377,38575,71962,148,1570,44959,8,1,35,3.01,Yes,3,39,8,183
887,Healthcare,North,Consulting,Standard,205489,9827,93302,79,1474,42328,2,8,13,2.1,Yes,4,28,6,266
888,Manufacturing,South,Support,Premium,394126,35607,407526,134,1737,149931,25,6,12,3.59,No,8,52,1,34
889,Healthcare,South,Implementation,Premium,156133,18699,64011,160,1257,99506,8,9,47,3.89,No,11,21,5,250
890,Finance,South,Support,Premium,322895,42292,79782,100,1547,84408,41,8,50,4.45,Yes,22,71,1,339
891,Healthcare,South,Implementation,Standard,358362,30883,258763,79,820,133852,15,5,5,2.9,No,7,14,7,115
892,Manufacturing,West,Consulting,Standard,438793,10313,492941,175,773,36708,23,4,39,4.98,No,20,68,8,206
893,Healthcare,East,Consulting,Premium,319496,18598,593484,139,1055,28847,49,0,11,4.92,Yes,4,63,8,288
894,Finance,East,Consulting,Premium,260124,33807,103459,93,1343,65989,13,5,58,4.53,No,28,3,7,249
895,Retail,North,Implementation,Standard,138835,9887,582829,98,1836,135383,2,5,59,3.3,No,10,74,2,67
896,Manufacturing,North,Support,Basic,147493,8854,423154,88,1886,14922,33,2,11,2.59,Yes,22,17,5,171
897,Retail,West,Support,Premium,341071,19536,92769,122,1167,62335,32,2,59,2.46,Yes,10,41,4,264
898,Retail,East,Support,Basic,222166,8558,429673,102,1499,136913,49,2,47,1.05,No,12,29,5,232
899,Retail,East,Implementation,Premium,151948,14772,84700,81,879,154613,23,2,42,2,No,13,14,9,358
900,IT,South,Implementation,Basic,235194,41343,291237,174,1210,29551,8,6,47,3.88,No,27,69,4,323
901,IT,West,Implementation,Basic,79493,40186,366024,58,1993,160453,12,9,31,3.41,No,7,54,8,201
902,Retail,West,Implementation,Basic,343851,41966,174003,61,1245,123319,1,1,31,4.67,Yes,24,52,8,154
903,Manufacturing,South,Implementation,Standard,249886,38769,199392,42,1174,65673,6,9,13,1.2,Yes,29,15,2,355
904,Finance,West,Support,Basic,188368,44887,109589,31,615,111531,47,9,14,1.62,Yes,17,72,6,94
905,Finance,West,Implementation,Basic,206470,24229,310606,123,1104,32948,20,1,49,4.16,Yes,18,33,5,310
906,Healthcare,North,Implementation,Basic,347986,14673,249637,142,1565,102264,18,2,45,2.43,Yes,11,26,2,301
907,Manufacturing,East,Support,Premium,63261,32877,273893,27,878,69072,24,9,42,1.47,No,11,12,4,273
908,IT,West,Implementation,Basic,126709,36601,130934,175,1729,77560,46,6,25,4.99,No,17,26,7,44
909,Retail,North,Support,Premium,145985,43084,327673,127,965,143558,21,2,33,4.15,Yes,9,72,1,255
910,Healthcare,East,Support,Basic,418760,21244,416742,126,779,76691,10,6,33,2.63,Yes,6,68,9,160
911,Finance,South,Consulting,Basic,499920,32356,142987,46,1117,151154,32,8,15,4.29,Yes,27,85,1,224
912,IT,North,Consulting,Standard,379317,21806,198009,73,617,112781,31,9,16,3.72,No,17,30,5,322
913,IT,North,Consulting,Premium,343925,28099,444096,147,1760,94105,20,3,44,4.16,No,11,2,7,238
914,Retail,East,Consulting,Basic,325796,49641,491322,88,808,17086,38,6,58,4.26,No,13,29,8,142
915,Finance,South,Implementation,Premium,317247,42034,170776,179,1979,137818,19,8,56,1.34,Yes,14,20,2,273
916,Manufacturing,North,Consulting,Premium,337644,45317,428444,132,1998,77853,7,7,38,3.49,Yes,15,5,4,195
917,IT,West,Support,Standard,296404,24094,173793,185,599,111925,41,7,6,1.03,Yes,1,31,2,220
918,Retail,West,Implementation,Standard,150336,15589,438422,53,760,80027,36,8,44,1.17,Yes,29,41,4,286
919,Manufacturing,West,Consulting,Standard,478745,6657,270809,91,1492,25916,8,4,25,4.62,Yes,29,61,6,356
920,Finance,South,Support,Standard,163499,37764,231616,96,1828,25248,24,4,15,3.11,No,17,88,6,247
921,IT,North,Implementation,Standard,199524,44531,425391,25,1877,34226,24,2,4,3.94,Yes,11,31,2,304
922,Manufacturing,West,Implementation,Standard,361537,8164,302262,63,785,166097,32,4,56,4.35,No,15,85,4,81
923,Manufacturing,South,Consulting,Standard,474390,32542,593285,111,827,58380,1,7,4,4.8,No,12,87,4,187
924,Manufacturing,West,Implementation,Standard,216508,23437,166102,172,1626,17848,18,4,30,4.48,No,19,38,1,84
925,IT,East,Support,Basic,359550,46247,438189,107,562,24274,45,3,34,2.93,No,16,63,2,43
926,IT,North,Implementation,Premium,375203,43505,325369,165,1186,64545,19,7,27,2.34,No,17,29,3,298
927,Healthcare,North,Support,Standard,197026,24601,582070,11,1805,106494,41,6,31,1.62,Yes,2,62,5,119
928,Finance,South,Implementation,Standard,394866,33430,167041,103,1964,125981,40,5,56,2.6,Yes,22,30,8,56
929,Retail,South,Consulting,Premium,300819,11009,434368,150,1816,176305,41,4,32,2.47,Yes,9,86,6,118
930,Manufacturing,North,Support,Basic,62356,9552,385800,178,1237,26304,28,4,44,3.24,No,0,39,3,70
931,Healthcare,West,Implementation,Premium,178128,14417,505096,68,1530,21294,5,9,39,3.66,No,5,32,6,333
932,Retail,West,Implementation,Premium,52187,46989,541862,78,1138,36425,16,1,52,4.91,No,2,62,7,297
933,Healthcare,East,Implementation,Standard,389387,7671,136290,128,1435,120777,24,3,9,3.91,No,18,24,6,167
934,IT,West,Support,Premium,347242,11519,116633,101,1615,150497,37,7,41,3.57,No,3,35,6,35
935,Manufacturing,South,Support,Premium,202297,41730,181118,190,1713,101549,3,7,8,2.34,No,28,23,1,271
936,Retail,South,Support,Standard,184678,17734,63114,54,975,103464,29,0,14,1.14,Yes,19,57,3,191
937,Retail,West,Consulting,Standard,369764,8722,109768,157,1985,186062,19,1,33,2.15,No,22,38,7,209
938,Retail,South,Consulting,Standard,476044,9906,370272,33,552,116748,2,4,23,4.07,No,2,45,4,326
939,Retail,North,Support,Standard,176270,35096,473244,198,1253,78295,22,8,21,1.82,Yes,7,76,4,35
940,Retail,North,Implementation,Premium,469705,45031,143123,100,985,26091,17,9,55,3.85,No,7,9,7,300
941,Healthcare,West,Consulting,Premium,326531,18699,226405,103,1887,129943,25,6,12,3.32,Yes,26,86,9,301
942,Manufacturing,North,Support,Basic,381607,26438,63174,67,1635,141074,35,9,57,1.69,Yes,28,81,2,185
943,IT,North,Implementation,Basic,292998,48856,177769,164,908,60411,7,4,2,2.05,Yes,6,31,9,114
944,IT,East,Consulting,Premium,445807,38576,357542,163,1530,182030,16,0,13,2.99,No,1,35,3,229
945,IT,East,Implementation,Basic,291503,46938,489145,137,1167,105696,30,5,59,2.67,Yes,20,27,6,39
946,IT,North,Implementation,Premium,491732,37247,195393,16,1720,161779,36,7,4,4.11,Yes,5,15,4,167
947,Healthcare,West,Implementation,Basic,403827,48461,445693,179,1334,156320,44,6,20,3.94,No,27,15,1,271
948,Finance,East,Implementation,Standard,112061,32938,246493,56,1375,81309,32,1,50,3.3,Yes,15,17,9,230
949,Manufacturing,South,Consulting,Basic,285497,45469,277070,62,866,192792,26,4,51,4.29,No,9,7,6,185
950,Retail,South,Consulting,Standard,131257,22600,459017,196,1501,156109,44,3,48,3.25,No,3,79,8,304
951,Finance,South,Consulting,Standard,111753,25435,469291,47,749,77421,3,8,59,4.86,Yes,12,74,2,254
952,IT,West,Support,Standard,396918,23581,555671,62,1763,50612,21,9,14,1.87,No,9,69,7,97
953,Finance,North,Consulting,Standard,454303,19191,429359,152,879,23450,25,0,30,3.86,No,20,0,6,213
954,Manufacturing,South,Implementation,Basic,474032,24190,210056,163,1371,19491,31,5,29,2.48,Yes,13,61,2,224
955,Retail,West,Consulting,Premium,73408,32386,203933,57,1334,127026,23,2,8,2.12,Yes,8,75,2,71
956,Retail,East,Implementation,Standard,174116,36721,158970,104,1994,84804,45,8,12,1.72,Yes,10,37,4,180
957,Manufacturing,North,Support,Basic,181208,18704,142203,156,1274,103293,34,4,41,3.21,Yes,22,44,4,113
958,Manufacturing,East,Implementation,Standard,67413,7123,252319,146,1418,129498,36,5,38,1.86,No,17,57,3,163
959,IT,West,Implementation,Basic,163650,30174,260173,73,954,147863,31,8,26,1.8,Yes,10,80,8,338
960,Retail,South,Implementation,Basic,109500,49301,561946,102,865,115475,6,8,50,4.96,Yes,16,0,7,327
961,Finance,South,Support,Basic,396658,19586,503833,191,1813,38314,32,7,2,4.21,Yes,1,31,2,59
962,Healthcare,West,Consulting,Premium,106358,36976,277726,134,902,61883,30,8,55,3.99,No,2,7,3,38
963,Healthcare,South,Consulting,Basic,116197,30416,152172,188,557,97086,11,3,40,4.18,No,10,39,9,199
964,Manufacturing,North,Support,Basic,273861,6814,198454,48,1020,111291,10,5,56,4.88,No,17,55,5,319
965,IT,West,Implementation,Premium,273492,18001,115739,13,1827,19967,23,4,14,3.29,No,26,62,2,197
966,Healthcare,East,Consulting,Premium,311545,21508,108639,135,1638,53220,7,4,6,1.88,No,2,87,3,174
967,Retail,West,Support,Basic,476070,24630,513054,12,709,146019,31,3,42,4.45,Yes,25,73,8,257
968,Manufacturing,North,Consulting,Premium,126240,18380,499257,73,1564,180491,37,1,40,3.97,No,14,73,4,335
969,Finance,North,Support,Standard,285595,40699,389801,38,1315,66131,21,5,31,2.66,No,10,35,2,105
970,Manufacturing,West,Implementation,Standard,271135,17317,242447,125,672,38876,33,8,17,2.89,No,10,88,2,252
971,Finance,West,Consulting,Premium,328466,40739,408586,20,733,111448,18,0,25,2.65,Yes,27,56,6,206
972,Manufacturing,South,Support,Premium,425197,39785,440069,106,1292,161043,19,6,32,4.72,Yes,29,73,8,218
973,Manufacturing,North,Consulting,Basic,56968,36980,64136,111,1292,59228,13,5,12,2.37,No,27,82,7,331
974,Manufacturing,West,Consulting,Premium,339662,28799,121868,195,1926,84495,32,2,49,4.85,Yes,24,44,4,75
975,Finance,West,Consulting,Basic,364069,40183,404407,164,1562,38261,9,0,13,4.64,No,19,78,2,46
976,Finance,North,Consulting,Standard,240920,34166,170957,30,618,116601,15,3,19,3.52,Yes,27,79,9,95
977,Manufacturing,West,Support,Premium,424044,24480,599767,48,834,71260,3,8,44,3.32,Yes,24,1,4,290
978,Healthcare,South,Implementation,Basic,405566,6609,179392,111,1859,144418,26,1,48,2.48,No,10,67,9,152
979,IT,North,Support,Basic,313844,5717,261528,55,1597,66176,27,2,25,1.07,Yes,18,49,5,260
980,IT,South,Support,Standard,405926,24945,294847,75,1714,62300,42,1,31,1.51,No,27,28,7,154
981,IT,South,Support,Premium,282076,30592,362039,100,823,152412,15,1,59,4.02,No,0,80,5,141
982,Finance,South,Implementation,Standard,73199,33141,325864,173,1510,43012,32,9,37,2.89,No,26,9,2,301
983,Finance,South,Consulting,Basic,487805,35009,341411,120,1670,176465,47,7,25,1.6,Yes,4,26,6,110
984,Healthcare,North,Consulting,Basic,213187,11782,206768,91,783,112153,18,2,16,2.06,Yes,9,14,7,275
985,IT,South,Consulting,Premium,235388,31536,375508,132,712,166629,20,6,57,4.79,No,9,59,6,357
986,IT,South,Implementation,Basic,55520,38816,476561,108,1428,83273,21,7,38,2.47,No,13,30,3,244
987,Manufacturing,West,Consulting,Premium,159814,30933,111567,44,1251,122328,8,2,43,4.63,Yes,1,20,8,264
988,Finance,North,Implementation,Standard,217527,16618,151229,168,1917,120304,8,1,49,2.22,No,3,59,3,111
989,IT,North,Consulting,Premium,296356,13307,472601,165,838,116637,8,7,58,3.17,Yes,1,57,5,323
990,Healthcare,East,Consulting,Premium,173364,31671,536874,112,1545,158348,26,2,23,1.08,Yes,17,40,9,339
991,Healthcare,North,Support,Basic,484821,45673,259316,138,604,64639,16,6,14,3.09,Yes,12,45,5,105
992,IT,North,Implementation,Basic,64955,47761,223991,34,1989,131939,43,0,6,3.55,No,18,44,7,44
993,Finance,East,Support,Premium,225121,15338,532617,52,1982,17310,44,5,25,1.94,No,4,25,7,249
994,Healthcare,North,Support,Basic,194989,43346,93324,93,1955,176239,7,8,23,3.32,Yes,19,50,5,259
995,Manufacturing,North,Support,Basic,300144,11548,454768,60,1269,112944,15,2,43,3.59,No,1,35,2,294
996,Healthcare,North,Implementation,Basic,114925,45149,111272,139,1215,151463,17,6,12,3.75,No,10,51,5,293
997,Retail,North,Implementation,Premium,419360,26164,489069,135,1262,132013,32,5,13,4.11,Yes,29,80,7,139
998,Retail,East,Consulting,Basic,120269,32526,309264,78,1744,191693,0,7,36,2.25,Yes,29,50,7,336
999,Finance,North,Support,Premium,474170,36222,296538,18,878,151964,11,2,39,3.27,No,25,2,4,229
1000,IT,North,Consulting,Basic,353602,25176,575447,11,1745,86733,5,2,34,4.93,Yes,17,13,1,255
